bank,index,old,new,slot,literal_size,priority,category,reason,blocker,next_step
TT4,7,STAT,Statue,5,6,70,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,8,PRST,Priest,4,6,70,person,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,9,HD,Head,3,4,70,body,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,18,CONT,Continuous,5,9,65,choice,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT4,21,BL,Bell,3,5,60,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,22,GV,Give,4,5,70,action,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,27,BLD,Building,4,8,75,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,28,MRCH,Merchant,5,7,70,person,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,31,SL,Soil,3,4,65,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,32,BY,Buy,3,4,70,action,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,35,TMPL,Temple,5,6,70,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,38,DAR,Dario,4,5,70,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,42,LVL,Level,4,5,70,choice,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT4,45,RB,Massage,3,7,80,action,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,54,GRL,Girl,4,5,70,person,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,55,MOM,Mother,4,6,70,person,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,57,DOKU,Fish mint,5,8,45,plant,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,58,JIAO,Jiaogulan,7,8,45,plant,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,61,RD,Road,3,4,55,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,63,SOL,Soldier,4,7,80,person,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,64,SP,Spear,3,5,60,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,68,SOCR,Socrates,5,7,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,69,PYTH,Pythagoras,6,9,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,71,HEROD,Herodotus,5,8,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,72,HOM,Homer,4,5,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,76,NIC,Nicras,4,6,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,77,POL,Polis,4,5,65,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,79,IMEL,Imelda,5,6,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,80,JAKAR,Jakarta,6,7,65,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,81,SPAR,Sparta,5,6,65,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,82,DAEDAL,Daedalus,6,7,80,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,83,HERAC,Heracles,5,7,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,84,NAPOL,Napoleon,5,7,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,85,GORBY,Gorbachev,7,8,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,86,AGAM,Agamemnon,6,8,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,87,KAN,Kannon,4,6,65,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,88,PARTSN,Partisan,6,7,65,quiz,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,89,AISNO,Aisnon,5,6,65,quiz,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,90,PARTH,Parthenon,5,8,65,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,91,STR,Strawberry,4,9,65,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,92,MEL,Melon,4,5,65,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,96,COFE,Coffee,5,6,70,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,0,SE,Look,3,4,100,command,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT4,30,BOD,Body,4,5,95,object,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT4,51,N,North,3,5,100,compass,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT4,53,W,West,3,4,100,compass,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT4,66,BCK,Back,4,5,95,navigation,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,5,BL,Bell,3,5,60,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,8,RUIN,Ruins,4,5,65,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,9,TRACK,Hoofprints,6,9,65,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,17,MN,Money,3,5,65,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,18,WD,Woods,3,5,70,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,22,CT,Cotton,3,6,65,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,30,COT,Cotton,4,6,65,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,57,CAV,Cavalry,5,7,60,role,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,59,WT,White,4,5,60,color,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,60,BK,Black,4,5,60,color,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,61,DEWI,Madame Dewi,6,10,60,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,62,STOWE,Mrs. Stowe,6,9,60,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,63,AKINO,Mrs. Akino,6,9,60,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,64,MARY,Mrs. Mary,7,8,60,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,66,KILAU,Kilauea,5,7,60,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,68,RUSH,Rushmore,5,7,60,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,69,OIWA,Oiwake,4,6,60,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,70,PROJ,Projector,5,8,60,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,74,AIR,Airplane,4,7,60,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,77,ANS,Answer,4,6,65,choice,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,78,PROB,Problem,5,7,65,choice,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,79,CW,Cow,3,4,65,animal,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,80,SHP,Sheep,4,5,65,animal,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,81,PG,Pig,3,4,65,animal,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,108,MANR,Mansion,4,7,80,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,111,STAT,Statue,5,6,70,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
TT5,0,SE,Look,3,4,100,command,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,2,AS,Ask,3,4,100,command,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,10,N,North,3,5,100,compass,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,12,W,West,3,4,100,compass,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,13,GT,Take,3,4,100,command,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,23,YS,Yes,3,4,100,choice,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,76,BCK,Back,4,5,95,navigation,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
TT5,107,SM,Small,4,5,90,choice,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
T25,4,SK,Sky,3,4,80,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
T25,7,OFR,Outside,4,7,80,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
T25,10,WGN,Wagon,4,5,70,object,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
T25,13,LINC,Lincoln,5,7,75,name,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
T25,37,RV,River,3,5,70,place,needs_dictionary_low_priority,requires new dictionary/compression work beyond existing or safely reusable slots,candidate for deeper recompression if visual polish warrants it
T25,0,SE,Look,3,4,100,command,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
T25,22,GT,Take,3,4,100,command,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
T25,30,AS,Ask,3,4,100,command,required_dictionary_overran_bank,requires new dictionary/compression work beyond existing or safely reusable slots,priority target for deeper recompression or table relocation branch
