bank,index,source_label,decoded_label,slot_bytes,representation,proposed_full_label,fallback_label,status,width_ok,width_error
TT6B,48,Abraham,ABRAM,5,literal,Abraham,ABRAM,blocked,True,
TT6B,49,Satan,SATN,4,literal,Satan,SATN,blocked,True,
TT6B,50,Christ,CST,4,literal,Christ,CST,blocked,True,
TT6B,51,Zoroaster,ZORO,7,literal,Zoroaster,ZORO,blocked,True,
TT6B,52,Oil,Oil,4,literal,Oil,,full-word,True,
TT6B,53,Hay,Hay,4,literal,Hay,,full-word,True,
TT6B,54,Wag,Wag,7,literal,Wag,,full-word,True,
TT6B,55,Fleas,Fleas,5,literal,Fleas,,full-word,True,
TT6B,56,Hug,Hug,5,literal,Hug,,full-word,True,
TT6B,57,Smile,Smile,6,literal,Smile,,full-word,True,
TT6B,58,Praise,PRSE,4,literal,Praise,PRSE,blocked,True,
TT6B,59,Hoof,Hoof,4,literal,Hoof,,full-word,True,
TT6B,60,Tail,Tail,4,literal,Tail,,full-word,True,
TT6B,61,Mane,Mane,5,dictionary,Mane,,full-word,True,
TT6A,0,Look,Look,3,dictionary,Look,SE,full-word,True,
TT6A,1,Ask,Ask,3,dictionary,Ask,AS,full-word,True,
TT6A,2,Smell,Smell,3,dictionary,Smell,SM,full-word,True,
TT6A,3,Hold,Hold,4,literal,Hold,,full-word,True,
TT6A,4,Move,Move,4,literal,Move,,full-word,True,
TT6A,5,Area,Area,4,literal,Area,,full-word,True,
TT6A,6,Sky,Sky,3,dictionary,Sky,SK,full-word,True,
TT6A,7,Body,Body,4,dictionary,Body,BOD,full-word,True,
TT6A,8,Joseph,Joseph,4,dictionary,Joseph,JOS,full-word,True,
TT6A,9,Nod,Nod,5,literal,Nod,,full-word,True,
TT6A,10,Turn,Turn,5,literal,Turn,,full-word,True,
TT6A,11,Soil,Soil,3,dictionary,Soil,SL,full-word,True,
TT6A,12,Village,Village,3,dictionary,Village,VL,full-word,True,
TT6A,13,Drink,Drink,3,dictionary,Drink,DR,full-word,True,
TT6A,14,Data,Data,4,literal,Data,,full-word,True,
TT6A,15,Elder,Elder,5,dictionary,Elder,,full-word,True,
TT6A,16,Kid,Kid,4,literal,Kid,,full-word,True,
TT6A,17,Well,Well,3,dictionary,Well,WL,full-word,True,
TT6A,18,Trough,Trough,5,dictionary,Trough,TRGH,full-word,True,
TT6A,19,Rope,Rope,3,dictionary,Rope,RP,full-word,True,
TT6A,20,Hay,Hay,4,literal,Hay,,full-word,True,
TT6A,21,Water,Water,6,dictionary,Water,,full-word,True,
TT6A,22,Hill,Hill,3,dictionary,Hill,HL,full-word,True,
TT6A,23,Right house,R H,5,literal,Right house,R H,blocked,True,
TT6A,24,Left house,L HSE,6,literal,Left house,L HSE,blocked,True,
TT6A,25,River,RV,3,literal,River,RV,blocked,True,
TT6A,26,Room,Room,5,literal,Room,,full-word,True,
TT6A,27,Mary,Mary,4,literal,Mary,,full-word,True,
TT6A,28,Bowl,BL,4,literal,Bowl,BL,blocked,True,
TT6A,29,Mill,Mill,4,dictionary,Mill,,full-word,True,
TT6A,30,Bracelet,BRC,4,literal,Bracelet,BRC,blocked,True,
TT6A,31,Necklace,NECK,6,literal,Necklace,NECK,blocked,True,
TT6A,32,Wheat,WT,4,literal,Wheat,WT,blocked,True,
TT6A,33,Out,Out,4,literal,Out,,full-word,True,
TT6A,34,On,On,3,literal,On,,full-word,True,
TT6A,35,Down,Down,4,literal,Down,,full-word,True,
TT6A,36,Tools,TOOL,4,literal,Tools,TOOL,blocked,True,
TT6A,37,Stand,BD,3,literal,Stand,BD,blocked,True,
TT6A,38,On stand,ON BD,5,literal,On stand,ON BD,blocked,True,
TT6A,39,Tile,Tile,4,literal,Tile,,full-word,True,
TT6A,40,Kids,Kids,5,literal,Kids,,full-word,True,
TT4,0,Look,SE,3,literal,Look,SE,blocked,True,
TT4,1,Talk,Talk,4,literal,Talk,,full-word,True,
TT4,2,Treat,Treat,5,dictionary,Treat,,full-word,True,
TT4,3,Use,Use,4,literal,Use,,full-word,True,
TT4,4,Silver coin,S,2,literal,Silver coin,S,blocked,True,
TT4,5,Move,Move,4,literal,Move,,full-word,True,
TT4,6,In,In,5,literal,In,,full-word,True,
TT4,7,Statue,STAT,5,literal,Statue,STAT,blocked,True,
TT4,8,Priest,PRST,4,literal,Priest,PRST,blocked,True,
TT4,9,Head,HD,3,literal,Head,HD,blocked,True,
TT4,10,Slap,Slap,6,literal,Slap,,full-word,True,
TT4,11,Press,Press,5,literal,Press,,full-word,True,
TT4,12,Chin,Chin,7,dictionary,Chin,,full-word,True,
TT4,13,Knee,Knee,7,literal,Knee,,full-word,True,
TT4,14,Ears,Ears,6,literal,Ears,,full-word,True,
TT4,15,Eyes,Eyes,6,literal,Eyes,,full-word,True,
TT4,16,Nose,Nose,6,literal,Nose,,full-word,True,
TT4,17,Pause,Pause,6,literal,Pause,,full-word,True,
TT4,18,Continuous,CONT,5,literal,Continuous,CONT,blocked,True,
TT4,19,Olive,O,2,literal,Olive,O,blocked,True,
TT4,20,Oil,Oil,4,literal,Oil,,full-word,True,
TT4,21,Bell,BL,3,literal,Bell,BL,blocked,True,
TT4,22,Give,GV,4,literal,Give,GV,blocked,True,
TT4,23,Eat,Eat,4,literal,Eat,,full-word,True,
TT4,24,Lick,Lick,4,literal,Lick,,full-word,True,
TT4,25,Out,Out,4,literal,Out,,full-word,True,
TT4,26,Area,Area,4,dictionary,Area,,full-word,True,
TT4,27,Building,BLD,4,literal,Building,BLD,blocked,True,
TT4,28,Merchant,MRCH,5,literal,Merchant,MRCH,blocked,True,
TT4,29,Man,Man,4,literal,Man,,full-word,True,
TT4,30,Body,BOD,4,literal,Body,BOD,blocked,True,
TT4,31,Soil,SL,3,literal,Soil,SL,blocked,True,
TT4,32,Buy,BY,3,literal,Buy,BY,blocked,True,
TT4,33,Herb,H,2,literal,Herb,H,blocked,True,
TT4,34,No,No,4,literal,No,,full-word,True,
TT4,35,Temple,TMPL,5,literal,Temple,TMPL,blocked,True,
TT4,36,South,South,4,dictionary,South,,full-word,True,
TT4,37,Data,Data,4,literal,Data,,full-word,True,
TT4,38,Dario,DAR,4,literal,Dario,DAR,blocked,True,
TT4,39,Youth,Youth,4,dictionary,Youth,YTH,full-word,True,
TT4,40,Up,Up,4,literal,Up,,full-word,True,
TT4,41,Down,Down,4,literal,Down,,full-word,True,
TT4,42,Level,LVL,4,literal,Level,LVL,blocked,True,
TT4,43,Warm,Warm,5,literal,Warm,,full-word,True,
TT4,44,Cool,Cool,4,literal,Cool,,full-word,True,
TT4,45,Massage,RB,3,literal,Massage,RB,blocked,True,
TT4,46,Crush,Crush,7,literal,Crush,,full-word,True,
TT4,47,Prick,Prick,7,literal,Prick,,full-word,True,
TT4,48,None,None,6,literal,None,,full-word,True,
TT4,49,Oil,Oil,6,literal,Oil,,full-word,True,
TT4,50,Wrap,Wrap,5,literal,Wrap,,full-word,True,
TT4,51,North,N,3,literal,North,N,blocked,True,
TT4,52,East,East,4,literal,East,,full-word,True,
TT4,53,West,W,3,literal,West,W,blocked,True,
TT4,54,Girl,GRL,4,literal,Girl,GRL,blocked,True,
TT4,55,Mother,MOM,4,literal,Mother,MOM,blocked,True,
TT4,56,Plant,Plant,5,literal,Plant,,full-word,True,
TT4,57,Fish mint,DOKU,5,literal,Fish mint,DOKU,blocked,True,
TT4,58,Jiaogulan,JIAO,7,literal,Jiaogulan,JIAO,blocked,True,
TT4,59,Grind,Grind,5,dictionary,Grind,,full-word,True,
TT4,60,Boil,Boil,5,literal,Boil,,full-word,True,
TT4,61,Road,RD,3,literal,Road,RD,blocked,True,
TT4,62,Take,TK,3,literal,Take,TK,blocked,True,
TT4,63,Soldier,SOL,4,literal,Soldier,SOL,blocked,True,
TT4,64,Spear,SP,3,literal,Spear,SP,blocked,True,
TT4,65,Swing,Swing,5,dictionary,Swing,,full-word,True,
TT4,66,Back,BCK,4,literal,Back,BCK,blocked,True,
TT4,67,Walk,Walk,4,literal,Walk,,full-word,True,
TT4,68,Socrates,SOCR,5,literal,Socrates,SOCR,blocked,True,
TT4,69,Pythagoras,PYTH,6,literal,Pythagoras,PYTH,blocked,True,
TT4,70,Plato,Plato,5,literal,Plato,,full-word,True,
TT4,71,Herodotus,HEROD,5,literal,Herodotus,HEROD,blocked,True,
TT4,72,Homer,HOM,4,literal,Homer,HOM,blocked,True,
TT4,73,Sea,Sea,3,dictionary,Sea,SE,full-word,True,
TT4,74,Fish,Fish,5,literal,Fish,,full-word,True,
TT4,75,Kid,Kid,4,literal,Kid,,full-word,True,
TT4,76,Nicras,NIC,4,literal,Nicras,NIC,blocked,True,
TT4,77,Polis,POL,4,literal,Polis,POL,blocked,True,
TT4,78,Aristotle,ARIS,4,literal,Aristotle,ARIS,blocked,True,
TT4,79,Imelda,IMEL,5,literal,Imelda,IMEL,blocked,True,
TT4,80,Jakarta,JAKAR,6,literal,Jakarta,JAKAR,blocked,True,
TT4,81,Sparta,SPAR,5,literal,Sparta,SPAR,blocked,True,
TT4,82,Daedalus,DAEDAL,6,literal,Daedalus,DAEDAL,blocked,True,
TT4,83,Heracles,HERAC,5,literal,Heracles,HERAC,blocked,True,
TT4,84,Napoleon,NAPOL,5,literal,Napoleon,NAPOL,blocked,True,
TT4,85,Gorbachev,GORBY,7,literal,Gorbachev,GORBY,blocked,True,
TT4,86,Agamemnon,AGAM,6,literal,Agamemnon,AGAM,blocked,True,
TT4,87,Kannon,KAN,4,literal,Kannon,KAN,blocked,True,
TT4,88,Partisan,PARTSN,6,literal,Partisan,PARTSN,blocked,True,
TT4,89,Aisnon,AISNO,5,literal,Aisnon,AISNO,blocked,True,
TT4,90,Parthenon,PARTH,5,literal,Parthenon,PARTH,blocked,True,
TT4,91,Strawberry,STR,4,literal,Strawberry,STR,blocked,True,
TT4,92,Melon,MEL,4,literal,Melon,MEL,blocked,True,
TT4,93,Fig,Fig,5,literal,Fig,,full-word,True,
TT4,94,Rice,Rice,5,literal,Rice,,full-word,True,
TT4,95,Pearl,Pearl,5,dictionary,Pearl,,full-word,True,
TT4,96,Coffee,COFE,5,literal,Coffee,COFE,blocked,True,
TT5,0,Look,SE,3,literal,Look,SE,blocked,True,
TT5,1,Talk,Talk,4,literal,Talk,,full-word,True,
TT5,2,Ask,AS,3,literal,Ask,AS,blocked,True,
TT5,3,Move,Move,4,literal,Move,,full-word,True,
TT5,4,George,George,6,dictionary,George,,full-word,True,
TT5,5,Bell,BL,3,literal,Bell,BL,blocked,True,
TT5,6,Men,Men,5,literal,Men,,full-word,True,
TT5,7,Area,Area,4,dictionary,Area,,full-word,True,
TT5,8,Ruins,RUIN,4,literal,Ruins,RUIN,blocked,True,
TT5,9,Hoofprints,TRACK,6,literal,Hoofprints,TRACK,blocked,True,
TT5,10,North,N,3,literal,North,N,blocked,True,
TT5,11,East,East,4,literal,East,,full-word,True,
TT5,12,West,W,3,literal,West,W,blocked,True,
TT5,13,Take,GT,3,literal,Take,GT,blocked,True,
TT5,14,Open,Open,4,literal,Open,,full-word,True,
TT5,15,Data,Data,4,literal,Data,,full-word,True,
TT5,16,Room,Room,5,literal,Room,,full-word,True,
TT5,17,Money,MN,3,literal,Money,MN,blocked,True,
TT5,18,Woods,WD,3,literal,Woods,WD,blocked,True,
TT5,19,Drawer,Drawer,5,dictionary,Drawer,DRAW,full-word,True,
TT5,20,Out,Out,4,literal,Out,,full-word,True,
TT5,21,Use,Use,4,literal,Use,,full-word,True,
TT5,22,Cotton,CT,3,literal,Cotton,CT,blocked,True,
TT5,23,Yes,YS,3,literal,Yes,YS,blocked,True,
TT5,24,No,No,4,literal,No,,full-word,True,
TT5,25,Okay,Okay,6,literal,Okay,,full-word,True,
TT5,26,Again,Again,5,literal,Again,,full-word,True,
TT5,27,Schedule,Schedule,7,literal,Schedule,,full-word,True,
TT5,28,Call,Call,7,literal,Call,,full-word,True,
TT5,29,Water,Water,5,dictionary,Water,,full-word,True,
TT5,30,Cotton,COT,4,literal,Cotton,COT,blocked,True,
TT5,31,Roof,Roof,6,literal,Roof,,full-word,True,
TT5,32,Wood,Wood,4,literal,Wood,,full-word,True,
TT5,33,Weed,Weed,5,dictionary,Weed,,full-word,True,
TT5,34,4 cups,4B,4,literal,4 cups,4B,blocked,True,
TT5,35,6 cups,6B,4,literal,6 cups,6B,blocked,True,
TT5,36,8 cups,8B,4,literal,8 cups,8B,blocked,True,
TT5,37,10 cups,10B,5,literal,10 cups,10B,blocked,True,
TT5,38,25 baskets,25,4,literal,25 baskets,25,blocked,True,
TT5,39,26 baskets,26,4,literal,26 baskets,26,blocked,True,
TT5,40,27 baskets,27,4,literal,27 baskets,27,blocked,True,
TT5,41,28 baskets,28,4,literal,28 baskets,28,blocked,True,
TT5,42,1 place,1P,5,literal,1 place,1P,blocked,True,
TT5,43,2 places,2P,5,literal,2 places,2P,blocked,True,
TT5,44,3 places,3P,5,literal,3 places,3P,blocked,True,
TT5,45,4 places,4P,5,literal,4 places,4P,blocked,True,
TT5,46,60 centimeters,60 CM,6,literal,60 centimeters,60 CM,blocked,True,
TT5,47,65 centimeters,65 CM,6,literal,65 centimeters,65 CM,blocked,True,
TT5,48,70 centimeters,70 CM,6,literal,70 centimeters,70 CM,blocked,True,
TT5,49,75 centimeters,75 CM,6,literal,75 centimeters,75 CM,blocked,True,
TT5,50,30 minutes,30M,5,literal,30 minutes,30M,blocked,True,
TT5,51,60 minutes,60M,5,literal,60 minutes,60M,blocked,True,
TT5,52,90 minutes,90M,5,literal,90 minutes,90M,blocked,True,
TT5,53,120 minutes,120M,7,literal,120 minutes,120M,blocked,True,
TT5,54,Time,TM,3,literal,Time,TM,blocked,True,
TT5,55,Trader,Trader,5,dictionary,Trader,TRDR,full-word,True,
TT5,56,Marine,Marine,6,dictionary,Marine,,full-word,True,
TT5,57,Cavalry,CAV,5,literal,Cavalry,CAV,blocked,True,
TT5,58,Red,Red,4,literal,Red,,full-word,True,
TT5,59,White,WT,4,literal,White,WT,blocked,True,
TT5,60,Black,BK,4,literal,Black,BK,blocked,True,
TT5,61,Madame Dewi,DEWI,6,literal,Madame Dewi,DEWI,blocked,True,
TT5,62,Mrs. Stowe,STOWE,6,literal,Mrs. Stowe,STOWE,blocked,True,
TT5,63,Mrs. Akino,AKINO,6,literal,Mrs. Akino,AKINO,blocked,True,
TT5,64,Mrs. Mary,MARY,7,literal,Mrs. Mary,MARY,blocked,True,
TT5,65,Whitney,Whitney,7,literal,Whitney,,full-word,True,
TT5,66,Kilauea,KILAU,5,literal,Kilauea,KILAU,blocked,True,
TT5,67,Etna,Etna,4,literal,Etna,,full-word,True,
TT5,68,Rushmore,RUSH,5,literal,Rushmore,RUSH,blocked,True,
TT5,69,Oiwake,OIWA,4,literal,Oiwake,OIWA,blocked,True,
TT5,70,Projector,PROJ,5,literal,Projector,PROJ,blocked,True,
TT5,71,Gin,Gin,5,literal,Gin,,full-word,True,
TT5,72,Plow,Plow,5,literal,Plow,,full-word,True,
TT5,73,Camera,Camera,5,dictionary,Camera,CAM,full-word,True,
TT5,74,Airplane,AIR,4,literal,Airplane,AIR,blocked,True,
TT5,75,VCR,VCR,7,literal,VCR,,full-word,True,
TT5,76,Back,BCK,4,literal,Back,BCK,blocked,True,
TT5,77,Answer,ANS,4,literal,Answer,ANS,blocked,True,
TT5,78,Problem,PROB,5,literal,Problem,PROB,blocked,True,
TT5,79,Cow,CW,3,literal,Cow,CW,blocked,True,
TT5,80,Sheep,SHP,4,literal,Sheep,SHP,blocked,True,
TT5,81,Pig,PG,3,literal,Pig,PG,blocked,True,
TT5,82,One,One,4,literal,One,,full-word,True,
TT5,83,Two,Two,4,literal,Two,,full-word,True,
TT5,84,Three,3,4,literal,Three,3,blocked,True,
TT5,85,Four,Four,4,dictionary,Four,,full-word,True,
TT5,86,Five,Five,4,literal,Five,,full-word,True,
TT5,87,Six,Six,4,literal,Six,,full-word,True,
TT5,88,Seven,7,4,literal,Seven,7,blocked,True,
TT5,89,Eight,8,4,literal,Eight,8,blocked,True,
TT5,90,Tens,Tens,6,literal,Tens,,full-word,True,
TT5,91,Ones,Ones,5,literal,Ones,,full-word,True,
TT5,92,Zero,0,2,literal,Zero,0,blocked,True,
TT5,93,One,1,2,literal,One,1,blocked,True,
TT5,94,Two,2,2,literal,Two,2,blocked,True,
TT5,95,Three,3,2,literal,Three,3,blocked,True,
TT5,96,Four,4,2,literal,Four,4,blocked,True,
TT5,97,Five,5,2,literal,Five,5,blocked,True,
TT5,98,Six up,Six up,6,literal,Six up,,full-word,True,
TT5,99,Six,6,2,literal,Six,6,blocked,True,
TT5,100,Seven,7,2,literal,Seven,7,blocked,True,
TT5,101,Eight,8,2,literal,Eight,8,blocked,True,
TT5,102,Nine,9,2,literal,Nine,9,blocked,True,
TT5,103,Pour,Pour,4,dictionary,Pour,,full-word,True,
TT5,104,End,End,4,literal,End,,full-word,True,
TT5,105,Large,Large,5,dictionary,Large,,full-word,True,
TT5,106,Medium,Medium,6,literal,Medium,,full-word,True,
TT5,107,Small,SM,4,literal,Small,SM,blocked,True,
TT5,108,Mansion,MANR,4,literal,Mansion,MANR,blocked,True,
TT5,109,Meyer,Meyer,5,dictionary,Meyer,,full-word,True,
TT5,110,Cave,Cave,4,literal,Cave,,full-word,True,
TT5,111,Statue,STAT,5,literal,Statue,STAT,blocked,True,
TT5,112,In,In,3,literal,In,,full-word,True,
T25,0,Look,Look,3,dictionary,Look,SE,full-word,True,
T25,1,Talk,Talk,4,literal,Talk,,full-word,True,
T25,2,Use,Use,4,literal,Use,,full-word,True,
T25,3,Move,Move,4,literal,Move,,full-word,True,
T25,4,Sky,Sky,3,dictionary,Sky,SK,full-word,True,
T25,5,Soldier,Soldier,4,dictionary,Soldier,SOL,full-word,True,
T25,6,Coffee,Coffee,5,dictionary,Coffee,COFE,full-word,True,
T25,7,Outside,Outside,4,dictionary,Outside,OFR,full-word,True,
T25,8,Mansion,Mansion,6,dictionary,Mansion,MANR,full-word,True,
T25,9,Room,Room,5,literal,Room,,full-word,True,
T25,10,Wagon,Wagon,4,dictionary,Wagon,WGN,full-word,True,
T25,11,Meyer,Meyer,5,dictionary,Meyer,,full-word,True,
T25,12,George,George,6,literal,George,,full-word,True,
T25,13,Lincoln,Lincoln,5,dictionary,Lincoln,LINC,full-word,True,
T25,14,Pot,Pot,4,literal,Pot,,full-word,True,
T25,15,Out,Out,4,literal,Out,,full-word,True,
T25,16,Wood,Wood,5,literal,Wood,,full-word,True,
T25,17,Hall,Hall,4,literal,Hall,,full-word,True,
T25,18,Area,Area,4,literal,Area,,full-word,True,
T25,19,Guest,Guest,5,dictionary,Guest,,full-word,True,
T25,20,Study,Study,5,literal,Study,,full-word,True,
T25,21,Stair,Stair,5,literal,Stair,,full-word,True,
T25,22,Take,GT,3,literal,Take,GT,blocked,True,
T25,23,Open,Open,4,literal,Open,,full-word,True,
T25,24,Desk,Desk,4,dictionary,Desk,,full-word,True,
T25,25,Drawer,Drawer,5,dictionary,Drawer,DRAW,full-word,True,
T25,26,First,First,5,literal,First,,full-word,True,
T25,27,Second,Second,5,dictionary,Second,2ND,full-word,True,
T25,28,Third,Third,5,dictionary,Third,,full-word,True,
T25,29,Picture,Picture,2,dictionary,Picture,P,full-word,True,
T25,30,Ask,Ask,3,dictionary,Ask,AS,full-word,True,
T25,31,Hide,Hide,4,literal,Hide,,full-word,True,
T25,32,Down,Down,4,literal,Down,,full-word,True,
T25,33,Up,Up,4,literal,Up,,full-word,True,
T25,34,On,On,3,literal,On,,full-word,True,
T25,35,Boat,Boat,7,literal,Boat,,full-word,True,
T25,36,Coyote,Coyote,5,dictionary,Coyote,COY,full-word,True,
T25,37,River,RV,3,literal,River,RV,blocked,True,
T25,38,Me,Me,3,literal,Me,,full-word,True,
T25,39,Coyote 1,Coyote 1,6,dictionary,Coyote 1,COY1,full-word,True,
T25,40,Coyote 2,Coyote 2,6,dictionary,Coyote 2,COY2,full-word,True,
T25,41,Coyote 3,Coyote 3,6,dictionary,Coyote 3,COY3,full-word,True,
